"","values","ind"
"4825","STAT1","PID_CXCR4_PATHWAY"
"4826","PIK3R3","PID_CXCR4_PATHWAY"
"4827","YES1","PID_CXCR4_PATHWAY"
"4828","PRKCZ","PID_CXCR4_PATHWAY"
"4829","AKT1","PID_CXCR4_PATHWAY"
"4830","MLST8","PID_CXCR4_PATHWAY"
"4831","MAPKAP1","PID_CXCR4_PATHWAY"
"4832","FYN","PID_CXCR4_PATHWAY"
"4833","CD3G","PID_CXCR4_PATHWAY"
"4834","PIK3CD","PID_CXCR4_PATHWAY"
"4835","ITGA3","PID_CXCR4_PATHWAY"
"4836","CDC42","PID_CXCR4_PATHWAY"
"4837","DNM1","PID_CXCR4_PATHWAY"
"4838","JAK2","PID_CXCR4_PATHWAY"
"4839","PIK3R6","PID_IL8_CXCR2_PATHWAY"
"4840","FGR","PID_IL8_CXCR2_PATHWAY"
"4841","RAB7A","PID_IL8_CXCR2_PATHWAY"
"4842","AKT1","PID_IL8_CXCR2_PATHWAY"
"4843","CXCR2","PID_IL8_CXCR2_PATHWAY"
"4844","PRKCB","PID_IL8_CXCR2_PATHWAY"
"4845","PLD2","PID_IL8_CXCR2_PATHWAY"
"4846","ARRB1","PID_IL8_CXCR2_PATHWAY"
"4847","PLCB1","PID_IL8_CXCR2_PATHWAY"
"4848","HCK","PID_IL8_CXCR2_PATHWAY"
"4849","GNB1","PID_IL8_CXCR2_PATHWAY"
"4850","PRKCA","PID_IL8_CXCR2_PATHWAY"
"4851","IL8","PID_IL8_CXCR2_PATHWAY"
"4852","RAC2","PID_IL8_CXCR2_PATHWAY"
"4853","PLCB2","PID_IL8_CXCR2_PATHWAY"
"4854","PIK3CG","PID_IL8_CXCR2_PATHWAY"
"4855","PPP2CA","PID_IL8_CXCR2_PATHWAY"
"4856","ARRB2","PID_IL8_CXCR2_PATHWAY"
"4857","PDPK1","PID_IL8_CXCR2_PATHWAY"
"4858","LYN","PID_IL8_CXCR2_PATHWAY"
"4859","ELMO1","PID_IL8_CXCR2_PATHWAY"
"4860","GNG2","PID_IL8_CXCR2_PATHWAY"
"4861","DOCK2","PID_IL8_CXCR2_PATHWAY"
"4862","GNAI2","PID_IL8_CXCR2_PATHWAY"
"4863","RAB5A","PID_IL8_CXCR2_PATHWAY"
"4864","CBL","PID_IL8_CXCR2_PATHWAY"
"4865","GNA14","PID_IL8_CXCR2_PATHWAY"
"4866","GNA15","PID_IL8_CXCR2_PATHWAY"
"4867","PLCB3","PID_IL8_CXCR2_PATHWAY"
"4868","DNM1","PID_IL8_CXCR2_PATHWAY"
"4869","PPP2R1A","PID_IL8_CXCR2_PATHWAY"
"4870","VASP","PID_IL8_CXCR2_PATHWAY"
"4871","RAB11A","PID_IL8_CXCR2_PATHWAY"
"4872","PRKCG","PID_IL8_CXCR2_PATHWAY"
"4873","MAP2K1","PID_CXCR3_PATHWAY"
"4874","PIK3CD","PID_CXCR3_PATHWAY"
"4875","GNAI2","PID_CXCR3_PATHWAY"
"4876","MAP2K6","PID_CXCR3_PATHWAY"
"4877","ARRB1","PID_CXCR3_PATHWAY"
"4878","GNAZ","PID_CXCR3_PATHWAY"
"4879","GNAO1","PID_CXCR3_PATHWAY"
"4880","PIK3CB","PID_CXCR3_PATHWAY"
"4881","MAPK11","PID_CXCR3_PATHWAY"
"4882","PF4","PID_CXCR3_PATHWAY"
"4883","PIK3R2","PID_CXCR3_PATHWAY"
"4884","RICTOR","PID_CXCR3_PATHWAY"
"4885","CXCR3","PID_CXCR3_PATHWAY"
"4886","AKT1","PID_CXCR3_PATHWAY"
"4887","DNM1","PID_CXCR3_PATHWAY"
"4888","MAPK14","PID_CXCR3_PATHWAY"
"4889","MLST8","PID_CXCR3_PATHWAY"
"4890","MAP2K2","PID_CXCR3_PATHWAY"
"4891","ITGB2","PID_CXCR3_PATHWAY"
"4892","CXCL9","PID_CXCR3_PATHWAY"
"4893","KRAS","PID_CXCR3_PATHWAY"
"4894","MAPK3","PID_CXCR3_PATHWAY"
"4895","RAF1","PID_CXCR3_PATHWAY"
"4896","MTOR","PID_CXCR3_PATHWAY"
"4897","CXCL10","PID_CXCR3_PATHWAY"
"4898","ITGAL","PID_CXCR3_PATHWAY"
"4899","CXCL13","PID_CXCR3_PATHWAY"
"4900","MAPKAP1","PID_CXCR3_PATHWAY"
"4901","GNB1","PID_CXCR3_PATHWAY"
"4902","PIK3CA","PID_CXCR3_PATHWAY"
"4903","SRC","PID_CXCR3_PATHWAY"
"4904","MAPK1","PID_CXCR3_PATHWAY"
"4905","MAP2K3","PID_CXCR3_PATHWAY"
"4906","PIK3R3","PID_CXCR3_PATHWAY"
"4907","HRAS","PID_CXCR3_PATHWAY"
"4908","PIK3R1","PID_CXCR3_PATHWAY"
"4909","GNAI1","PID_CXCR3_PATHWAY"
"4910","GNG2","PID_CXCR3_PATHWAY"
"4911","CXCL11","PID_CXCR3_PATHWAY"
"4912","CCL11","PID_CXCR3_PATHWAY"
"4913","GNAI3","PID_CXCR3_PATHWAY"
"4914","NRAS","PID_CXCR3_PATHWAY"
"4915","PDPK1","PID_CXCR3_PATHWAY"
"4916","ARRB1","PID_IL8_CXCR1_PATHWAY"
"4917","HCK","PID_IL8_CXCR1_PATHWAY"
"4918","GNA14","PID_IL8_CXCR1_PATHWAY"
"4919","PRKCB","PID_IL8_CXCR1_PATHWAY"
"4920","GNAI2","PID_IL8_CXCR1_PATHWAY"
"4921","FGR","PID_IL8_CXCR1_PATHWAY"
"4922","AKT1","PID_IL8_CXCR1_PATHWAY"
"4923","PRKCG","PID_IL8_CXCR1_PATHWAY"
"4924","PLCB2","PID_IL8_CXCR1_PATHWAY"
"4925","CBL","PID_IL8_CXCR1_PATHWAY"
"4926","ADRBK1","PID_IL8_CXCR1_PATHWAY"
"4927","PLD1","PID_IL8_CXCR1_PATHWAY"
"4928","PLCB3","PID_IL8_CXCR1_PATHWAY"
"4929","PIK3R6","PID_IL8_CXCR1_PATHWAY"
"4930","PLCB1","PID_IL8_CXCR1_PATHWAY"
"4931","DNM1","PID_IL8_CXCR1_PATHWAY"
"4932","GNB1","PID_IL8_CXCR1_PATHWAY"
"4933","PRKCA","PID_IL8_CXCR1_PATHWAY"
"4934","PIK3CG","PID_IL8_CXCR1_PATHWAY"
"4935","CXCR1","PID_IL8_CXCR1_PATHWAY"
"4936","RAB5A","PID_IL8_CXCR1_PATHWAY"
"4937","LYN","PID_IL8_CXCR1_PATHWAY"
"4938","IL8","PID_IL8_CXCR1_PATHWAY"
"4939","PRKCE","PID_IL8_CXCR1_PATHWAY"
"4940","ARRB2","PID_IL8_CXCR1_PATHWAY"
"4941","GNA15","PID_IL8_CXCR1_PATHWAY"
"4942","PDPK1","PID_IL8_CXCR1_PATHWAY"
"4943","GNG2","PID_IL8_CXCR1_PATHWAY"
"4944","HRAS","BIOCARTA_CXCR4_PATHWAY"
"4945","PTK2","BIOCARTA_CXCR4_PATHWAY"
"4946","RAF1","BIOCARTA_CXCR4_PATHWAY"
"4947","PRKCB","BIOCARTA_CXCR4_PATHWAY"
"4948","PRKCA","BIOCARTA_CXCR4_PATHWAY"
"4949","RELA","BIOCARTA_CXCR4_PATHWAY"
"4950","MAP2K1","BIOCARTA_CXCR4_PATHWAY"
"4951","BCAR1","BIOCARTA_CXCR4_PATHWAY"
"4952","GNAQ","BIOCARTA_CXCR4_PATHWAY"
"4953","CRK","BIOCARTA_CXCR4_PATHWAY"
"4954","GNAI1","BIOCARTA_CXCR4_PATHWAY"
"4955","PIK3CA","BIOCARTA_CXCR4_PATHWAY"
"4956","CXCL12","BIOCARTA_CXCR4_PATHWAY"
"4957","GNGT1","BIOCARTA_CXCR4_PATHWAY"
"4958","GNB1","BIOCARTA_CXCR4_PATHWAY"
"4959","PLCG1","BIOCARTA_CXCR4_PATHWAY"
"4960","MAPK3","BIOCARTA_CXCR4_PATHWAY"
"4961","CXCR4","BIOCARTA_CXCR4_PATHWAY"
"4962","PTK2B","BIOCARTA_CXCR4_PATHWAY"
"4963","PIK3C2G","BIOCARTA_CXCR4_PATHWAY"
"4964","NFKB1","BIOCARTA_CXCR4_PATHWAY"
"4965","PIK3R1","BIOCARTA_CXCR4_PATHWAY"
"4966","PXN","BIOCARTA_CXCR4_PATHWAY"
"4967","MAPK1","BIOCARTA_CXCR4_PATHWAY"
"4968","MMP9","PID_CXCR4_PATHWAY"
"4969","ITGA8","PID_CXCR4_PATHWAY"
"4970","HGS","PID_CXCR4_PATHWAY"
"4971","PTPN6","PID_CXCR4_PATHWAY"
"4972","ITGA7","PID_CXCR4_PATHWAY"
"4973","ITGA2","PID_CXCR4_PATHWAY"
"4974","GNAZ","PID_CXCR4_PATHWAY"
"4975","RGS1","PID_CXCR4_PATHWAY"
"4976","RAC1","PID_CXCR4_PATHWAY"
"4977","PTEN","PID_CXCR4_PATHWAY"
"4978","HLA-DRB1","PID_CXCR4_PATHWAY"
"4979","RALB","PID_CXCR4_PATHWAY"
"4980","ITGAV","PID_CXCR4_PATHWAY"
"4981","PTK2","PID_CXCR4_PATHWAY"
"4982","LCK","PID_CXCR4_PATHWAY"
"4983","LIMK1","PID_CXCR4_PATHWAY"
"4984","PTPRC","PID_CXCR4_PATHWAY"
"4985","PDPK1","PID_CXCR4_PATHWAY"
"4986","RHOC","PID_CXCR4_PATHWAY"
"4987","PLCB2","PID_CXCR4_PATHWAY"
"4988","PLCB1","PID_CXCR4_PATHWAY"
"4989","PTPN11","PID_CXCR4_PATHWAY"
"4990","RHOB","PID_CXCR4_PATHWAY"
"4991","VAV1","PID_CXCR4_PATHWAY"
"4992","RAP1B","PID_CXCR4_PATHWAY"
"4993","PAG1","PID_CXCR4_PATHWAY"
"4994","GNB2L1","PID_CXCR4_PATHWAY"
"4995","STAT3","PID_CXCR4_PATHWAY"
"4996","VPS4B","PID_CXCR4_PATHWAY"
"4997","PLCB3","PID_CXCR4_PATHWAY"
"4998","ITCH","PID_CXCR4_PATHWAY"
"4999","GNAO1","PID_CXCR4_PATHWAY"
"5000","FGR","PID_CXCR4_PATHWAY"
"5001","LYN","PID_CXCR4_PATHWAY"
"5002","STAT2","PID_CXCR4_PATHWAY"
"5003","CFL1","PID_CXCR4_PATHWAY"
"5004","ARRB2","PID_CXCR4_PATHWAY"
"5005","ARR3","PID_CXCR4_PATHWAY"
"5006","ITGA5","PID_CXCR4_PATHWAY"
"5007","PIK3CB","PID_CXCR4_PATHWAY"
"5008","ITGA4","PID_CXCR4_PATHWAY"
"5009","GNAI3","PID_CXCR4_PATHWAY"
"5010","BAD","PID_CXCR4_PATHWAY"
"5011","ADRBK1","PID_CXCR4_PATHWAY"
"5012","ITGA11","PID_CXCR4_PATHWAY"
"5013","GNA13","PID_CXCR4_PATHWAY"
"5014","HLA-DRA","PID_CXCR4_PATHWAY"
"5015","SSH1","PID_CXCR4_PATHWAY"
"5016","PAK1","PID_CXCR4_PATHWAY"
"5017","GNAI1","PID_CXCR4_PATHWAY"
"5018","INPP5D","PID_CXCR4_PATHWAY"
"5019","RHOA","PID_CXCR4_PATHWAY"
"5020","ITGA10","PID_CXCR4_PATHWAY"
"5021","ITGA6","PID_CXCR4_PATHWAY"
"5022","SRC","PID_CXCR4_PATHWAY"
"5023","CD3E","PID_CXCR4_PATHWAY"
"5024","GNG2","PID_CXCR4_PATHWAY"
"5025","PIK3R6","PID_CXCR4_PATHWAY"
"5026","GNB1","PID_CXCR4_PATHWAY"
"5027","STAT5B","PID_CXCR4_PATHWAY"
"5028","CXCL12","PID_CXCR4_PATHWAY"
"5029","CRK","PID_CXCR4_PATHWAY"
"5030","PIK3R5","PID_CXCR4_PATHWAY"
"5031","PIK3R1","PID_CXCR4_PATHWAY"
"5032","ITGA9","PID_CXCR4_PATHWAY"
"5033","PIK3R2","PID_CXCR4_PATHWAY"
"5034","GRK6","PID_CXCR4_PATHWAY"
"5035","ITGA1","PID_CXCR4_PATHWAY"
"5036","PTK2B","PID_CXCR4_PATHWAY"
"5037","CSK","PID_CXCR4_PATHWAY"
"5038","HCK","PID_CXCR4_PATHWAY"
"5039","CD247","PID_CXCR4_PATHWAY"
"5040","VPS4A","PID_CXCR4_PATHWAY"
"5041","CD3D","PID_CXCR4_PATHWAY"
"5042","GNAI2","PID_CXCR4_PATHWAY"
"5043","BCAR1","PID_CXCR4_PATHWAY"
"5044","CXCR4","PID_CXCR4_PATHWAY"
"5045","BLK","PID_CXCR4_PATHWAY"
"5046","PIK3CG","PID_CXCR4_PATHWAY"
"5047","MTOR","PID_CXCR4_PATHWAY"
"5048","PIK3CA","PID_CXCR4_PATHWAY"
"5049","RICTOR","PID_CXCR4_PATHWAY"
"5050","FOXO1","PID_CXCR4_PATHWAY"
"5051","CD4","PID_CXCR4_PATHWAY"
"5052","PXN","PID_CXCR4_PATHWAY"
"5053","ITGB1","PID_CXCR4_PATHWAY"
"5054","UBQLN1","PID_CXCR4_PATHWAY"
"5055","STAT5A","PID_CXCR4_PATHWAY"
"5056","STAT1","PID_CXCR4_PATHWAY"
"5057","PIK3R3","PID_CXCR4_PATHWAY"
"5058","YES1","PID_CXCR4_PATHWAY"
"5059","PRKCZ","PID_CXCR4_PATHWAY"
"5060","AKT1","PID_CXCR4_PATHWAY"
"5061","MLST8","PID_CXCR4_PATHWAY"
"5062","MAPKAP1","PID_CXCR4_PATHWAY"
"5063","FYN","PID_CXCR4_PATHWAY"
"5064","CD3G","PID_CXCR4_PATHWAY"
"5065","PIK3CD","PID_CXCR4_PATHWAY"
"5066","ITGA3","PID_CXCR4_PATHWAY"
"5067","CDC42","PID_CXCR4_PATHWAY"
"5068","DNM1","PID_CXCR4_PATHWAY"
"5069","JAK2","PID_CXCR4_PATHWAY"
"5070","PIK3R6","PID_IL8_CXCR2_PATHWAY"
"5071","FGR","PID_IL8_CXCR2_PATHWAY"
"5072","RAB7A","PID_IL8_CXCR2_PATHWAY"
"5073","AKT1","PID_IL8_CXCR2_PATHWAY"
"5074","CXCR2","PID_IL8_CXCR2_PATHWAY"
"5075","PRKCB","PID_IL8_CXCR2_PATHWAY"
"5076","PLD2","PID_IL8_CXCR2_PATHWAY"
"5077","ARRB1","PID_IL8_CXCR2_PATHWAY"
"5078","PLCB1","PID_IL8_CXCR2_PATHWAY"
"5079","HCK","PID_IL8_CXCR2_PATHWAY"
"5080","GNB1","PID_IL8_CXCR2_PATHWAY"
"5081","PRKCA","PID_IL8_CXCR2_PATHWAY"
"5082","IL8","PID_IL8_CXCR2_PATHWAY"
"5083","RAC2","PID_IL8_CXCR2_PATHWAY"
"5084","PLCB2","PID_IL8_CXCR2_PATHWAY"
"5085","PIK3CG","PID_IL8_CXCR2_PATHWAY"
"5086","PPP2CA","PID_IL8_CXCR2_PATHWAY"
"5087","ARRB2","PID_IL8_CXCR2_PATHWAY"
"5088","PDPK1","PID_IL8_CXCR2_PATHWAY"
"5089","LYN","PID_IL8_CXCR2_PATHWAY"
"5090","ELMO1","PID_IL8_CXCR2_PATHWAY"
"5091","GNG2","PID_IL8_CXCR2_PATHWAY"
"5092","DOCK2","PID_IL8_CXCR2_PATHWAY"
"5093","GNAI2","PID_IL8_CXCR2_PATHWAY"
"5094","RAB5A","PID_IL8_CXCR2_PATHWAY"
"5095","CBL","PID_IL8_CXCR2_PATHWAY"
"5096","GNA14","PID_IL8_CXCR2_PATHWAY"
"5097","GNA15","PID_IL8_CXCR2_PATHWAY"
"5098","PLCB3","PID_IL8_CXCR2_PATHWAY"
"5099","DNM1","PID_IL8_CXCR2_PATHWAY"
"5100","PPP2R1A","PID_IL8_CXCR2_PATHWAY"
"5101","VASP","PID_IL8_CXCR2_PATHWAY"
"5102","RAB11A","PID_IL8_CXCR2_PATHWAY"
"5103","PRKCG","PID_IL8_CXCR2_PATHWAY"
"5104","MAP2K1","PID_CXCR3_PATHWAY"
"5105","PIK3CD","PID_CXCR3_PATHWAY"
"5106","GNAI2","PID_CXCR3_PATHWAY"
"5107","MAP2K6","PID_CXCR3_PATHWAY"
"5108","ARRB1","PID_CXCR3_PATHWAY"
"5109","GNAZ","PID_CXCR3_PATHWAY"
"5110","GNAO1","PID_CXCR3_PATHWAY"
"5111","PIK3CB","PID_CXCR3_PATHWAY"
"5112","MAPK11","PID_CXCR3_PATHWAY"
"5113","PF4","PID_CXCR3_PATHWAY"
"5114","PIK3R2","PID_CXCR3_PATHWAY"
"5115","RICTOR","PID_CXCR3_PATHWAY"
"5116","CXCR3","PID_CXCR3_PATHWAY"
"5117","AKT1","PID_CXCR3_PATHWAY"
"5118","DNM1","PID_CXCR3_PATHWAY"
"5119","MAPK14","PID_CXCR3_PATHWAY"
"5120","MLST8","PID_CXCR3_PATHWAY"
"5121","MAP2K2","PID_CXCR3_PATHWAY"
"5122","ITGB2","PID_CXCR3_PATHWAY"
"5123","CXCL9","PID_CXCR3_PATHWAY"
"5124","KRAS","PID_CXCR3_PATHWAY"
"5125","MAPK3","PID_CXCR3_PATHWAY"
"5126","RAF1","PID_CXCR3_PATHWAY"
"5127","MTOR","PID_CXCR3_PATHWAY"
"5128","CXCL10","PID_CXCR3_PATHWAY"
"5129","ITGAL","PID_CXCR3_PATHWAY"
"5130","CXCL13","PID_CXCR3_PATHWAY"
"5131","MAPKAP1","PID_CXCR3_PATHWAY"
"5132","GNB1","PID_CXCR3_PATHWAY"
"5133","PIK3CA","PID_CXCR3_PATHWAY"
"5134","SRC","PID_CXCR3_PATHWAY"
"5135","MAPK1","PID_CXCR3_PATHWAY"
"5136","MAP2K3","PID_CXCR3_PATHWAY"
"5137","PIK3R3","PID_CXCR3_PATHWAY"
"5138","HRAS","PID_CXCR3_PATHWAY"
"5139","PIK3R1","PID_CXCR3_PATHWAY"
"5140","GNAI1","PID_CXCR3_PATHWAY"
"5141","GNG2","PID_CXCR3_PATHWAY"
"5142","CXCL11","PID_CXCR3_PATHWAY"
"5143","CCL11","PID_CXCR3_PATHWAY"
"5144","GNAI3","PID_CXCR3_PATHWAY"
"5145","NRAS","PID_CXCR3_PATHWAY"
"5146","PDPK1","PID_CXCR3_PATHWAY"
"5147","ARRB1","PID_IL8_CXCR1_PATHWAY"
"5148","HCK","PID_IL8_CXCR1_PATHWAY"
"5149","GNA14","PID_IL8_CXCR1_PATHWAY"
"5150","PRKCB","PID_IL8_CXCR1_PATHWAY"
"5151","GNAI2","PID_IL8_CXCR1_PATHWAY"
"5152","FGR","PID_IL8_CXCR1_PATHWAY"
"5153","AKT1","PID_IL8_CXCR1_PATHWAY"
"5154","PRKCG","PID_IL8_CXCR1_PATHWAY"
"5155","PLCB2","PID_IL8_CXCR1_PATHWAY"
"5156","CBL","PID_IL8_CXCR1_PATHWAY"
"5157","ADRBK1","PID_IL8_CXCR1_PATHWAY"
"5158","PLD1","PID_IL8_CXCR1_PATHWAY"
"5159","PLCB3","PID_IL8_CXCR1_PATHWAY"
"5160","PIK3R6","PID_IL8_CXCR1_PATHWAY"
"5161","PLCB1","PID_IL8_CXCR1_PATHWAY"
"5162","DNM1","PID_IL8_CXCR1_PATHWAY"
"5163","GNB1","PID_IL8_CXCR1_PATHWAY"
"5164","PRKCA","PID_IL8_CXCR1_PATHWAY"
"5165","PIK3CG","PID_IL8_CXCR1_PATHWAY"
"5166","CXCR1","PID_IL8_CXCR1_PATHWAY"
"5167","RAB5A","PID_IL8_CXCR1_PATHWAY"
"5168","LYN","PID_IL8_CXCR1_PATHWAY"
"5169","IL8","PID_IL8_CXCR1_PATHWAY"
"5170","PRKCE","PID_IL8_CXCR1_PATHWAY"
"5171","ARRB2","PID_IL8_CXCR1_PATHWAY"
"5172","GNA15","PID_IL8_CXCR1_PATHWAY"
"5173","PDPK1","PID_IL8_CXCR1_PATHWAY"
"5174","GNG2","PID_IL8_CXCR1_PATHWAY"
"5175","CD40LG","BIOCARTA_TH1TH2_PATHWAY"
"5176","IL12RB1","BIOCARTA_TH1TH2_PATHWAY"
"5177","CD40","BIOCARTA_TH1TH2_PATHWAY"
"5178","IL12B","BIOCARTA_TH1TH2_PATHWAY"
"5179","IL12RB2","BIOCARTA_TH1TH2_PATHWAY"
"5180","CD86","BIOCARTA_TH1TH2_PATHWAY"
"5181","IL12A","BIOCARTA_TH1TH2_PATHWAY"
"5182","CD28","BIOCARTA_TH1TH2_PATHWAY"
"5183","IL18","BIOCARTA_TH1TH2_PATHWAY"
"5184","IFNGR2","BIOCARTA_TH1TH2_PATHWAY"
"5185","IFNG","BIOCARTA_TH1TH2_PATHWAY"
"5186","IFNGR1","BIOCARTA_TH1TH2_PATHWAY"
"5187","IL4","BIOCARTA_TH1TH2_PATHWAY"
"5188","IL4R","BIOCARTA_TH1TH2_PATHWAY"
"5189","IL2RA","BIOCARTA_TH1TH2_PATHWAY"
"5190","HLA-DRB1","BIOCARTA_TH1TH2_PATHWAY"
"5191","HLA-DRA","BIOCARTA_TH1TH2_PATHWAY"
"5192","IL2","BIOCARTA_TH1TH2_PATHWAY"
"5193","IL18R1","BIOCARTA_TH1TH2_PATHWAY"
"5194","CD40LG","BIOCARTA_TH1TH2_PATHWAY"
"5195","IL12RB1","BIOCARTA_TH1TH2_PATHWAY"
"5196","CD40","BIOCARTA_TH1TH2_PATHWAY"
"5197","IL12B","BIOCARTA_TH1TH2_PATHWAY"
"5198","IL12RB2","BIOCARTA_TH1TH2_PATHWAY"
"5199","CD86","BIOCARTA_TH1TH2_PATHWAY"
"5200","IL12A","BIOCARTA_TH1TH2_PATHWAY"
"5201","CD28","BIOCARTA_TH1TH2_PATHWAY"
"5202","IL18","BIOCARTA_TH1TH2_PATHWAY"
"5203","IFNGR2","BIOCARTA_TH1TH2_PATHWAY"
"5204","IFNG","BIOCARTA_TH1TH2_PATHWAY"
"5205","IFNGR1","BIOCARTA_TH1TH2_PATHWAY"
"5206","IL4","BIOCARTA_TH1TH2_PATHWAY"
"5207","IL4R","BIOCARTA_TH1TH2_PATHWAY"
"5208","IL2RA","BIOCARTA_TH1TH2_PATHWAY"
"5209","HLA-DRB1","BIOCARTA_TH1TH2_PATHWAY"
"5210","HLA-DRA","BIOCARTA_TH1TH2_PATHWAY"
"5211","IL2","BIOCARTA_TH1TH2_PATHWAY"
"5212","IL18R1","BIOCARTA_TH1TH2_PATHWAY"
"5213","SOS2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5214","RAF1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5215","PRKCB","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5216","PRKCA","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5217","PDK1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5218","TNF","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5219","MAP2K4","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5220","PLA2G3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5221","FCER1G","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5222","MS4A2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5223","FCER1A","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5224","PRKCD","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5225","INPP5D","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5226","PRKCE","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5227","JMJD7-PLA2G4B","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5228","MAPK9","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5229","MAPK10","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5230","PLA2G6","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5231","RAC2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5232","IL13","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5233","PLA2G2E","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5234","PLA2G10","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5235","MAPK11","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5236","MAP2K2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5237","PLA2G2A","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5238","RAC3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5239","MAP2K3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5240","PLA2G4A","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5241","MAPK13","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5242","PLA2G5","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5243","PLA2G12B","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5244","MAP2K1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5245","VAV1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5246","MAP2K7","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5247","PLA2G4B","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5248","MAP2K6","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5249","AKT1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5250","PLA2G2F","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5251","AKT2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5252","VAV2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5253","AKT3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5254","NRAS","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5255","GRB2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5256","MAPK3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5257","RAC1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5258","SOS1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5259","PLA2G1B","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5260","MAPK1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5261","CSF2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5262","PIK3R5","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5263","HRAS","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5264","MAPK8","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5265","IL3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5266","MAPK14","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5267","MAPK12","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5268","GAB2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5269","KRAS","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5270","LAT","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5271","SYK","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5272","PLA2G4E","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5273","BTK","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5274","PIK3R3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5275","PIK3CA","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5276","PIK3CB","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5277","LCP2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5278","PIK3CD","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
