"","values","ind"
"5279","PLA2G2C","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5280","PLCG1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5281","PLA2G2D","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5282","PLCG2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5283","PLA2G12A","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5284","IL4","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5285","FYN","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5286","IL5","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5287","PIK3CG","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5288","VAV3","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5289","LYN","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5290","PIK3R1","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5291","PIK3R2","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"
"5292","MTOR","PID_IFNG_PATHWAY"
"5293","CAMK2D","PID_IFNG_PATHWAY"
"5294","IFNG","PID_IFNG_PATHWAY"
"5295","SOCS1","PID_IFNG_PATHWAY"
"5296","IFNGR1","PID_IFNG_PATHWAY"
"5297","CRKL","PID_IFNG_PATHWAY"
"5298","IL1B","PID_IFNG_PATHWAY"
"5299","SMAD7","PID_IFNG_PATHWAY"
"5300","MAP3K11","PID_IFNG_PATHWAY"
"5301","IRF9","PID_IFNG_PATHWAY"
"5302","PIAS4","PID_IFNG_PATHWAY"
"5303","STAT1","PID_IFNG_PATHWAY"
"5304","CREBBP","PID_IFNG_PATHWAY"
"5305","RAP1A","PID_IFNG_PATHWAY"
"5306","PIK3CA","PID_IFNG_PATHWAY"
"5307","PTPN2","PID_IFNG_PATHWAY"
"5308","JAK2","PID_IFNG_PATHWAY"
"5309","JAK1","PID_IFNG_PATHWAY"
"5310","PTPN11","PID_IFNG_PATHWAY"
"5311","MAPK1","PID_IFNG_PATHWAY"
"5312","IRF1","PID_IFNG_PATHWAY"
"5313","STAT3","PID_IFNG_PATHWAY"
"5314","MAP3K1","PID_IFNG_PATHWAY"
"5315","DAPK1","PID_IFNG_PATHWAY"
"5316","RAPGEF1","PID_IFNG_PATHWAY"
"5317","PTGES2","PID_IFNG_PATHWAY"
"5318","EP300","PID_IFNG_PATHWAY"
"5319","MAP2K1","PID_IFNG_PATHWAY"
"5320","PIK3R1","PID_IFNG_PATHWAY"
"5321","PIAS1","PID_IFNG_PATHWAY"
"5322","MAPK3","PID_IFNG_PATHWAY"
"5323","RAP1B","PID_IFNG_PATHWAY"
"5324","PRKCD","PID_IFNG_PATHWAY"
"5325","CAMK2B","PID_IFNG_PATHWAY"
"5326","CBL","PID_IFNG_PATHWAY"
"5327","CAMK2A","PID_IFNG_PATHWAY"
"5328","CAMK2G","PID_IFNG_PATHWAY"
"5329","CEBPB","PID_IFNG_PATHWAY"
"5330","AKT1","PID_IFNG_PATHWAY"
"5331","CASP1","PID_IFNG_PATHWAY"
"5332","NUP50","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5333","NUPL2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5334","USP18","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5335","NUP35","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5336","EIF4A1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5337","EIF4A2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5338","EIF4E","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5339","EIF4G1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5340","EIF4G2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5341","NUP205","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5342","FLNB","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5343","NUP210","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5344","NUP188","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5345","DDX58","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5346","NUP62","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5347","ARIH1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5348","EIF4E3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5349","IFIT1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5350","NUP43","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5351","IRF3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5352","JAK1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5353","KPNA1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5354","KPNB1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5355","KPNA2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5356","KPNA3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5357","KPNA4","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5358","KPNA5","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5359","MX1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5360","MX2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5361","NEDD4","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5362","NUP88","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5363","HERC5","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5364","PIN1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5365","PLCG1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5366","NUP54","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5367","PPM1B","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5368","NUP133","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5369","MAPK3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5370","EIF2AK2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5371","NUP107","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5372","RANBP2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5373","RPS27A","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5374","STAT1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5375","TPR","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5376","RPS27AP11","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5377","UBA52","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5378","UBA7","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5379","UBE2E1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5380","UBE2N","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5381","TRIM25","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5382","NUP37","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5383","NUP85","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5384","NUP214","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5385","AAAS","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5386","SEH1L","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5387","RAE1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5388","EIF4G3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5389","UBE2L6","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5390","EIF4E2","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5391","NUP155","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5392","ISG15","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5393","NUP93","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5394","EIF4A3","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5395","NUPL1","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5396","POM121","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5397","NUP153","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"
"5398","IFNG","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5399","IFNGR1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5400","IFNGR2","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5401","JAK1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5402","JAK2","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5403","PTPN1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5404","PTPN2","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5405","PTPN6","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5406","LOC646981","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5407","STAT1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5408","SUMO1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5409","PIAS1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5410","SOCS1","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5411","SOCS3","REACTOME_REGULATION_OF_IFNG_SIGNALING"
"5412","USP18","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5413","IFNA1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5414","IFNA2","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5415","IFNA4","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5416","IFNA5","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5417","IFNA6","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5418","IFNA7","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5419","IFNA8","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5420","IFNA10","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5421","IFNA14","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5422","IFNA16","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5423","IFNA17","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5424","IFNA21","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5425","IFNAR1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5426","IFNAR2","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5427","IFNB1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5428","JAK1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5429","PTPN1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5430","PTPN6","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5431","STAT1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5432","STAT2","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5433","TYK2","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5434","SOCS1","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5435","SOCS3","REACTOME_REGULATION_OF_IFNA_SIGNALING"
"5436","TANK","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5437","CHUK","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5438","CREBBP","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5439","CYLD","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5440","AGER","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5441","EP300","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5442","DDX58","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5443","DAK","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5444","TBK1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5445","UBE2K","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5446","HMGB1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5447","IFNA1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5448","IFNA2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5449","IFNA4","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5450","IFNA5","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5451","IFNA6","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5452","IFNA7","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5453","IFNA8","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5454","IFNA10","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5455","IFNA14","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5456","IFNA16","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5457","IFNA17","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5458","IFNA21","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5459","IFNB1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5460","APP","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5461","IKBKB","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5462","IRF1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5463","IRF2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5464","IRF3","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5465","IRF7","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5466","MAP3K1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5467","NFKB2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5468","NFKBIA","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5469","NFKBIB","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5470","PCBP2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5471","HERC5","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5472","PIN1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5473","RNF125","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5474","OTUD5","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5475","MAVS","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5476","RELA","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5477","RPS27A","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5478","S100A12","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5479","S100B","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5480","SAA1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5481","IFIH1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5482","TNFAIP3","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5483","TRAF2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5484","TRAF3","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5485","TRAF6","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5486","RPS27AP11","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5487","UBA52","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5488","UBA7","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5489","UBE2D1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5490","UBE2D2","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5491","UBE2D3","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5492","TRIM25","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5493","DHX58","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5494","NLRX1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5495","SIKE1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5496","CASP8","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5497","NLRC5","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5498","RNF135","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5499","CASP10","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5500","IKBKG","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5501","RIPK1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5502","FADD","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5503","TAX1BP1","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5504","ATG12","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5505","UBE2L6","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5506","ATG5","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5507","ISG15","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5508","IKBKE","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"
"5509","CSNK2A1","BIOCARTA_IGF1_PATHWAY"
"5510","JUN","BIOCARTA_IGF1_PATHWAY"
"5511","SRF","BIOCARTA_IGF1_PATHWAY"
"5512","HRAS","BIOCARTA_IGF1_PATHWAY"
"5513","MAPK8","BIOCARTA_IGF1_PATHWAY"
"5514","PTPN11","BIOCARTA_IGF1_PATHWAY"
"5515","RAF1","BIOCARTA_IGF1_PATHWAY"
"5516","SHC1","BIOCARTA_IGF1_PATHWAY"
"5517","ELK1","BIOCARTA_IGF1_PATHWAY"
"5518","MAP2K1","BIOCARTA_IGF1_PATHWAY"
"5519","IGF1","BIOCARTA_IGF1_PATHWAY"
"5520","RASA1","BIOCARTA_IGF1_PATHWAY"
"5521","PIK3CA","BIOCARTA_IGF1_PATHWAY"
"5522","IGF1R","BIOCARTA_IGF1_PATHWAY"
"5523","GRB2","BIOCARTA_IGF1_PATHWAY"
"5524","IRS1","BIOCARTA_IGF1_PATHWAY"
"5525","MAPK3","BIOCARTA_IGF1_PATHWAY"
"5526","FOS","BIOCARTA_IGF1_PATHWAY"
"5527","PIK3CG","BIOCARTA_IGF1_PATHWAY"
"5528","PIK3R1","BIOCARTA_IGF1_PATHWAY"
"5529","SOS1","BIOCARTA_IGF1_PATHWAY"
"5530","HRAS","BIOCARTA_IGF1R_PATHWAY"
"5531","RAF1","BIOCARTA_IGF1R_PATHWAY"
"5532","SHC1","BIOCARTA_IGF1R_PATHWAY"
"5533","PRKAR2B","BIOCARTA_IGF1R_PATHWAY"
"5534","MAP2K1","BIOCARTA_IGF1R_PATHWAY"
"5535","PRKACB","BIOCARTA_IGF1R_PATHWAY"
"5536","PRKACG","BIOCARTA_IGF1R_PATHWAY"
"5537","AKT1","BIOCARTA_IGF1R_PATHWAY"
"5538","PIK3CA","BIOCARTA_IGF1R_PATHWAY"
"5539","IGF1R","BIOCARTA_IGF1R_PATHWAY"
"5540","GRB2","BIOCARTA_IGF1R_PATHWAY"
"5541","PRKAR1A","BIOCARTA_IGF1R_PATHWAY"
"5542","PRKAR2A","BIOCARTA_IGF1R_PATHWAY"
"5543","PRKAR1B","BIOCARTA_IGF1R_PATHWAY"
"5544","ADCY1","BIOCARTA_IGF1R_PATHWAY"
"5545","IRS1","BIOCARTA_IGF1R_PATHWAY"
"5546","MAPK3","BIOCARTA_IGF1R_PATHWAY"
"5547","YWHAH","BIOCARTA_IGF1R_PATHWAY"
"5548","BAD","BIOCARTA_IGF1R_PATHWAY"
"5549","PIK3R1","BIOCARTA_IGF1R_PATHWAY"
"5550","SOS1","BIOCARTA_IGF1R_PATHWAY"
"5551","RPS6KA1","BIOCARTA_IGF1R_PATHWAY"
"5552","MAPK1","BIOCARTA_IGF1R_PATHWAY"
"5553","PTEN","BIOCARTA_IGF1MTOR_PATHWAY"
"5554","PDK2","BIOCARTA_IGF1MTOR_PATHWAY"
"5555","EIF2S3","BIOCARTA_IGF1MTOR_PATHWAY"
"5556","GSK3B","BIOCARTA_IGF1MTOR_PATHWAY"
"5557","PDPK1","BIOCARTA_IGF1MTOR_PATHWAY"
"5558","EIF2S1","BIOCARTA_IGF1MTOR_PATHWAY"
"5559","IGF1","BIOCARTA_IGF1MTOR_PATHWAY"
"5560","AKT1","BIOCARTA_IGF1MTOR_PATHWAY"
"5561","MTOR","BIOCARTA_IGF1MTOR_PATHWAY"
"5562","PIK3CA","BIOCARTA_IGF1MTOR_PATHWAY"
"5563","IGF1R","BIOCARTA_IGF1MTOR_PATHWAY"
"5564","RPS6KB1","BIOCARTA_IGF1MTOR_PATHWAY"
"5565","PPP2CA","BIOCARTA_IGF1MTOR_PATHWAY"
"5566","EIF4E","BIOCARTA_IGF1MTOR_PATHWAY"
"5567","EIF4EBP1","BIOCARTA_IGF1MTOR_PATHWAY"
"5568","EIF2S2","BIOCARTA_IGF1MTOR_PATHWAY"
"5569","EIF2B5","BIOCARTA_IGF1MTOR_PATHWAY"
"5570","INPPL1","BIOCARTA_IGF1MTOR_PATHWAY"
"5571","PIK3R1","BIOCARTA_IGF1MTOR_PATHWAY"
"5572","RPS6","BIOCARTA_IGF1MTOR_PATHWAY"
"5573","PRKCD","PID_IGF1_PATHWAY"
"5574","IGF1","PID_IGF1_PATHWAY"
"5575","RAF1","PID_IGF1_PATHWAY"
"5576","SHC1","PID_IGF1_PATHWAY"
"5577","BAD","PID_IGF1_PATHWAY"
"5578","GRB10","PID_IGF1_PATHWAY"
"5579","NCK2","PID_IGF1_PATHWAY"
"5580","IGF1R","PID_IGF1_PATHWAY"
"5581","IRS1","PID_IGF1_PATHWAY"
"5582","BCAR1","PID_IGF1_PATHWAY"
"5583","AKT1","PID_IGF1_PATHWAY"
"5584","CRKL","PID_IGF1_PATHWAY"
"5585","PRKCZ","PID_IGF1_PATHWAY"
"5586","PDPK1","PID_IGF1_PATHWAY"
"5587","PXN","PID_IGF1_PATHWAY"
"5588","PTPN1","PID_IGF1_PATHWAY"
"5589","HRAS","PID_IGF1_PATHWAY"
"5590","PRKD1","PID_IGF1_PATHWAY"
"5591","PIK3R1","PID_IGF1_PATHWAY"
"5592","PTK2","PID_IGF1_PATHWAY"
"5593","YWHAE","PID_IGF1_PATHWAY"
"5594","RPS6KB1","PID_IGF1_PATHWAY"
"5595","GRB2","PID_IGF1_PATHWAY"
